EAN,Quantity,Price
9780321947611,12,$76.64
9780321948915,15,$80.07
9780321950970,35,$22.55
9780321951755,3,$65.33
9780321951786,3,$35.5
9780321952943,14,$9.56
9780321954350,15,$73.94
9780321955043,151,$41.21
9780321955050,24,$60.85
9780321955791,60,$28.95
9780321957764,3,$39.6
9780321957894,35,$56.63
9780321959447,35,$26.61
9780321962584,34,$61.37
9780321962751,116,$78.69
9780321964038,28,$38.63
9780321964670,15,$81.18
9780321964687,5,$14.47
9780321965257,3,$23.64
9780321966926,11,$105.8
9780321967466,134,$93.41
9780321967503,33,$81.87
9780321967671,166,$59.68
9780321968128,184,$30.38
9780321969262,70,$73.01
9780321969552,15,$39.4
9780321969569,11,$42.82
9780321971371,14,$124.59
9780321971944,70,$64.1
9780321971951,106,$34.07
9780321972026,56,$75.01
9780321973610,14,$58.75
9780321974150,8,$22.7
9780321974174,13,$21.4
9780321976499,13,$114.79
9780321976970,3,$30.56
9780321977076,36,$70.4
9780321977533,26,$47.97
9780321978592,29,$36.26
9780321978608,23,$62.41
9780321979018,21,$69.73
9780321979070,318,$85.44
9780321979391,97,$51.93
9780321979407,20,$108.36
9780321979414,20,$66.68
9780321979421,36,$68.1
9780321979438,50,$61.1
9780321979476,100,$78.12
9780321979490,5,$73.95
9780321979629,15,$32.32
9780321980151,7,$18.1
9780321981226,4,$85.96
9780321982582,10,$118.59
9780321984012,10,$16.99
9780321984241,19,$68.05
9780321984456,4,$50.65
9780321984579,51,$41.07
9780321984623,31,$65.28
9780321985019,68,$65.44
9780321986245,11,$95.13
9780321986498,13,$49.87
9780321987280,26,$25.27
9780321989178,108,$74.26
9780321989284,7,$15.08
9780321989581,22,$56.02
9780321990594,12,$70.52
9780321993724,8,$43.02
9780321993755,30,$123.42
9780321993809,25,$16.04
9780321994196,11,$22.7
9780321994936,83,$43.12
9780321995490,23,$43.17
9780321995896,40,$42.7
9780321997159,12,$15.0
9780321997166,3,$36.99
9780321997173,26,$57.59
9780321997821,9,$92.3
9780321997838,22,$88.54
9780321998521,27,$49.48
9780321998590,58,$83.04
9780321999016,44,$38.54
9780321999580,30,$63.32
9780323059121,8,$38.67
9780323083836,20,$14.95
9780323083881,26,$55.48
9780323083898,4,$8.18
9780323086448,4,$20.24
9780323086783,161,$45.21
9780323089319,44,$24.65
9780323091046,19,$37.05
9780323100069,5,$18.53
9780323100861,78,$23.67
9780323100946,30,$24.34
9780323101264,4,$20.69
9780323187794,11,$17.41
9780323249713,11,$25.22
9780323265379,24,$21.18
9780323265416,164,$16.96
9780323289313,18,$20.56
9780323290548,56,$31.11
9780323297394,20,$26.66
9780323298711,19,$36.89
9780323298865,22,$21.99
9780323316255,4,$21.9
9780323319768,3,$17.0
9780323327404,140,$44.17
9780323328524,21,$50.53
9780323340489,29,$38.18
9780323353786,9,$12.5
9780323353977,13,$36.26
9780323353984,4,$22.35
9780323356466,11,$3.0
9780323356480,9,$35.13
9780323357722,7,$31.08
9780323358514,5,$20.55
9780323370455,26,$8.56
9780323370813,359,$43.04
9780323371346,4,$9.97
9780323374736,13,$38.83
9780323378437,4,$7.36
9780323393829,14,$13.68
9780323394611,5,$65.45
9780323396448,16,$19.47
9780323396639,3,$6.57
9780323399166,10,$61.6
9780323399579,4,$19.69
9780323399661,3,$112.75
9780323400695,17,$64.35
9780323402118,3,$13.45
9780323402316,10,$45.07
9780323414258,5,$12.29
9780323428187,5,$23.04
9780323430821,7,$51.56
9780323442916,11,$4.6
9780323448079,7,$10.17
9780323448260,10,$8.23
9780325028132,29,$22.41
9780325030883,7,$11.0
9780325046662,15,$11.18
9780325050836,35,$15.56
9780325052878,4,$11.67
9780325056593,11,$7.8
9780325056647,11,$12.0
9780385339032,5,$5.84
9780393123760,113,$27.44
9780393123968,31,$53.52
9780393250893,66,$46.97
9780393263053,9,$69.0
9780393263398,124,$58.85
9780393263985,48,$47.76
9780393264111,64,$23.0
9780393264302,353,$37.4
9780393264319,12,$49.52
9780393264357,87,$15.82
9780393264364,30,$39.33
9780393264371,404,$16.41
9780393264388,377,$27.18
9780393264623,3,$20.17
9780393264869,6,$7.15
9780393264876,3,$6.93
9780393264883,5,$4.75
9780393265002,19,$24.57
9780393265118,4,$44.95
9780393265125,6,$45.32
9780393265149,166,$70.67
9780393265156,143,$50.51
9780393265194,346,$52.37
9780393265231,18,$11.44
9780393265293,443,$35.72
9780393265323,47,$20.8
9780393265330,142,$32.34
9780393265347,107,$21.39
9780393265392,4,$11.18
9780393265408,41,$13.0
9780393265415,199,$38.19
9780393265934,12,$44.2
9780393265941,187,$29.3
9780393265958,76,$30.68
9780393265965,71,$36.6
9780393265972,257,$26.62
9780393265989,167,$23.3
9780393283037,55,$16.75
9780393283044,34,$16.33
9780393283051,13,$19.71
9780393283068,13,$16.22
9780393283129,8,$27.33
9780393283402,40,$37.04
9780393283419,12,$16.52
9780393283549,7,$31.87
9780393283662,3,$25.85
9780393304510,62,$3.3
9780393602517,38,$33.25
9780393614497,28,$8.94
9780393732733,5,$6.3
9780393733860,25,$10.34
9780393906073,79,$85.8
9780393906226,17,$48.97
9780393911503,11,$14.66
9780393911558,107,$40.17
9780393911602,6,$5.31
9780393912470,495,$24.44
9780393912623,286,$10.7
9780393912654,286,$11.03
9780393912722,105,$15.43
9780393913002,4,$29.27
9780393913033,3,$30.79
9780393913347,19,$4.4
9780393918281,43,$28.54
9780393918298,38,$47.63
9780393918380,5,$36.53
9780393918854,79,$12.12
9780393919639,27,$28.3
9780393919660,4,$28.71
9780393919677,8,$51.15
9780393919684,14,$38.56
9780393920093,33,$43.4
9780393920253,5,$49.0
9780393920659,3,$42.69
9780393920666,27,$39.02
9780393921434,27,$12.25
9780393921625,11,$21.64
9780393921632,11,$23.19
9780393922134,120,$10.02
9780393922615,23,$13.05
9780393923247,12,$12.86
9780393923698,125,$20.35
9780393927931,7,$2.23
9780393929522,34,$3.49
9780393930153,15,$30.61
9780393930788,26,$35.03
9780393932430,8,$4.29
9780393932522,10,$7.68
9780393933635,4,$26.2
9780393933642,105,$35.08
9780393933666,71,$19.35
9780393933994,16,$4.12
9780393934335,17,$30.07
9780393934991,41,$44.4
9780393936308,80,$20.34
9780393936315,21,$29.27
9780393936377,45,$45.97
9780393936384,447,$42.38
9780393936728,62,$50.83
9780393936773,8,$51.61
9780393936841,61,$24.55
9780393937060,51,$50.98
9780393937251,74,$38.44
9780393937503,3,$53.17
9780393937510,436,$5.68
9780393937541,35,$28.25
9780393937671,75,$22.36
9780393937756,30,$32.5
9780393937763,26,$24.64
9780393937770,16,$9.2
9780393937787,15,$10.0
9780393937794,45,$30.69
9780393937800,8,$4.44
9780393937930,18,$65.5
9780393938098,102,$49.92
9780393938104,22,$20.78
9780393938661,90,$63.52
9780393938678,54,$75.91
9780393938852,45,$17.94
9780393938920,380,$36.51
9780393938975,56,$25.46
9780393938999,11,$54.79
9780415502238,14,$12.25
9780415506755,58,$20.5
9780415526807,8,$5.78
9780415638487,9,$7.4
9780415704038,17,$14.2
9780415709361,15,$46.5
9780415710534,28,$39.0
9780415715195,21,$25.81
9780415719506,3,$25.19
9780415737333,12,$13.69
9780415740005,12,$12.7
9780415740036,3,$21.08
9780415820929,10,$13.95
9780415825733,4,$16.66
9780415833820,4,$15.02
9780415873840,10,$5.44
9780465050659,12,$2.06
9780465052714,8,$5.0
9780465061716,31,$7.1
9780465098835,11,$6.77
9780470052433,3,$8.95
9780470128671,4,$66.74
9780470129142,5,$50.0
9780470228487,4,$6.31
9780470248454,17,$22.18
9780470259610,15,$42.35
9780470496619,12,$43.16
9780470533697,3,$10.8
9780470614815,3,$12.95
9780470626153,13,$15.91
9780470641910,3,$26.53
9780470651728,13,$4.96
9780470671726,12,$15.32
9780470887578,15,$17.95
9780470888612,47,$74.02
9780470924525,4,$9.07
9780471720645,17,$53.82
9780472035410,7,$5.03
9780495108276,3,$90.73
9780495561989,14,$45.53
9780495792291,5,$77.62
9780495809135,17,$37.09
9780495913030,9,$32.4
9780500291597,25,$24.89
9780500292037,408,$67.76
9780500292105,44,$28.05
9780520257184,6,$10.68
9780520271425,33,$5.39
9780521527316,4,$7.3
9780521535632,4,$6.26
9780521713801,6,$7.49
9780521728911,8,$9.24
9780521736503,5,$8.41
9780534585990,6,$28.93
9780534595395,76,$3.89
9780538731195,5,$10.9
9780544129979,4,$7.3
9780544166066,11,$5.21
9780553583229,16,$2.28
9780618063123,6,$7.48
9780618498086,3,$3.9
9780618608652,17,$63.25
9780664259631,3,$5.85
9780691163703,4,$5.87
9780692400197,64,$20.9
9780702047473,5,$21.04
9780716799481,12,$52.36
9780736079662,27,$29.97
9780736082860,4,$16.59
9780736087285,4,$14.21
9780745670348,24,$5.0
9780749471033,3,$16.47
9780757599767,3,$29.15
9780759396661,6,$15.07
9780763836207,4,$2.15
9780765640901,3,$18.34
9780781768269,7,$28.83
9780800683245,3,$6.82
9780801028069,17,$3.9
9780803612266,6,$16.41
9780803615717,5,$46.2
9780803638204,10,$14.45
9780803638211,5,$48.8
9780803638273,35,$62.82
9780803639744,11,$19.28
9780803640689,11,$33.51
9780803643659,3,$33.67
9780803644755,19,$17.3
9780803657052,28,$22.12
9780807745496,14,$5.21
9780813349718,9,$17.56
9780814251799,147,$2.0
9780814252703,11,$40.41
9780824834401,5,$6.26
9780826196132,6,$19.9
9780872070028,3,$13.3
9780898629590,3,$3.9
9780912503578,3,$33.34
9780929240961,4,$10.55
9780937100080,3,$11.7
9780943219226,4,$5.41
9780962644450,19,$59.95
9780964615199,30,$38.18
9780971089662,5,$17.52
9780981510071,3,$25.87
9781107480674,5,$18.3
9781111037581,10,$21.14
9781111306687,5,$20.64
9781111318307,7,$48.73
9781111319595,7,$11.75
9781111425449,4,$8.04
9781111425562,5,$42.81
9781111540388,3,$5.67
9781111542986,4,$25.53
9781111640460,4,$25.24
9781111823450,6,$43.54
9781111989422,4,$24.75
9781118101339,4,$3.86
9781118230718,120,$78.27
9781118345009,66,$53.06
9781118536100,21,$31.5
9781118707326,3,$31.5
9781118791356,9,$21.3
9781118801536,50,$50.73
9781118809044,9,$14.36
9781118875056,21,$95.23
9781118875780,4,$31.26
9781118875865,6,$32.81
9781118941508,3,$17.7
9781118944356,4,$25.39
9781119110651,6,$29.32
9781133111368,4,$26.78
9781133307945,5,$27.93
9781133593072,13,$36.92
9781133944522,67,$51.02
9781133945338,12,$40.42
9781138190146,3,$19.63
9781138786349,4,$31.3
9781138814653,6,$26.7
9781138819511,14,$38.76
9781138821620,5,$10.49
9781138826625,4,$19.22
9781138902947,3,$24.3
9781259140761,6,$88.81
9781259144387,5,$73.51
9781259188138,8,$99.01
9781259277160,47,$121.66
9781259278211,80,$86.02
9781259281594,8,$81.45
9781259290831,6,$37.9
9781259291821,33,$70.67
9781259297076,10,$44.71
9781259298653,3,$16.21
9781259298677,5,$42.63
9781259303500,42,$76.77
9781259315411,5,$86.3
9781259345296,6,$78.51
9781259400315,21,$13.78
9781259420474,12,$72.8
9781259536359,3,$96.07
9781259544873,8,$63.37
9781259544927,5,$97.8
9781259548666,11,$98.8
9781259549724,3,$80.3
9781259572425,7,$101.52
9781259578113,10,$92.67
9781259621734,3,$17.3
9781259633096,6,$44.85
9781259658846,10,$15.91
9781259664069,14,$22.86
9781259671296,19,$82.95
9781259677588,6,$18.64
9781259730511,3,$58.46
9781259730702,3,$47.05
9781259853685,3,$113.1
9781259870538,4,$68.4
9781259893506,13,$45.71
9781259918322,7,$14.9
9781259918377,13,$75.46
9781284032987,20,$27.56
9781284034646,6,$19.12
9781284047127,37,$21.93
9781284047929,10,$33.02
9781284048346,6,$18.64
9781284057096,14,$21.4
9781284067293,22,$47.5
9781284067620,10,$31.04
9781284079685,4,$36.43
9781284081015,11,$40.22
9781284089233,27,$39.09
9781284089837,4,$34.37
9781284093100,7,$26.37
9781284100556,8,$41.06
9781284101850,3,$25.94
9781284104448,5,$17.23
9781284108149,3,$35.25
9781285084794,28,$15.43
9781285084961,9,$7.52
9781285194790,4,$54.61
9781285425719,6,$67.97
9781285425795,3,$66.56
9781285428253,33,$32.17
9781285436616,14,$6.76
9781285436791,10,$29.74
9781285442570,22,$6.7
9781285449050,3,$101.53
9781285457178,4,$80.88
9781285463261,7,$84.69
9781285733609,7,$48.65
9781285738307,11,$53.75
9781285740621,6,$107.15
9781285741550,127,$94.82
9781285751085,12,$69.8
9781285837994,103,$22.8
9781285850030,20,$144.5
9781285852706,24,$66.09
9781285858128,3,$39.29
9781285860114,3,$71.06
9781285860374,14,$108.97
9781285860381,22,$135.94
9781285861159,3,$72.46
9781285865140,3,$8.96
9781285866345,3,$91.13
9781285874401,6,$44.74
9781305071360,6,$81.4
9781305077119,3,$37.3
9781305080461,17,$63.55
9781305080485,24,$35.87
9781305084124,3,$10.45
9781305084858,25,$89.51
9781305087330,20,$55.55
9781305087347,7,$70.04
9781305090446,54,$70.37
9781305091467,4,$75.9
9781305092099,9,$52.57
9781305105768,4,$56.29
9781305107908,27,$90.41
9781305112124,34,$110.91
9781305113312,7,$26.44
9781305117396,6,$40.66
9781305119567,22,$76.94
9781305251243,3,$36.12
9781305252479,5,$34.26
9781305259003,3,$98.1
9781305280267,4,$82.8
9781305634350,18,$44.62
9781305659506,11,$25.26
9781305660625,87,$26.54
9781305865709,4,$84.0
9781305876880,7,$16.92
9781305945722,5,$79.2
9781305957404,6,$144.0
9781305967304,4,$56.4
9781305968479,3,$60.0
9781319003128,27,$41.59
9781319003197,32,$23.65
9781319003364,6,$35.76
9781319018412,6,$29.12
9781319018429,11,$35.7
9781319022518,5,$26.92
9781319023454,3,$9.69
9781319042493,4,$40.2
9781319047405,4,$23.26
9781319049041,4,$7.68
9781319061470,7,$81.9
9781319083557,3,$37.2
9781319085704,17,$21.61
9781319085728,11,$34.93
9781319088088,12,$58.8
9781319088101,3,$48.0
9781319088125,18,$31.95
9781319089658,13,$27.0
9781323056301,30,$48.02
9781337097475,5,$31.28
9781337098120,12,$104.4
9781337271073,3,$127.08
9781337275347,7,$112.42
9781337284370,3,$41.25
9781412972123,5,$49.42
9781412987967,3,$3.89
9781412992787,3,$24.91
9781412995306,18,$22.94
9781413032178,11,$29.66
9781429240185,134,$18.05
9781429290197,6,$78.61
9781433816789,11,$20.22
9781433821448,6,$24.5
9781439056509,3,$36.23
9781439911877,5,$5.91
9781442606234,3,$14.8
9781449681852,6,$19.13
9781450410557,5,$31.53
9781450434140,3,$30.6
9781451116526,5,$7.08
9781451144314,3,$22.38
9781451146660,19,$42.5
9781451147025,6,$25.73
9781451151497,4,$36.02
9781451193961,4,$9.0
9781451194159,15,$24.9
9781452203621,3,$43.0
9781452239897,8,$32.18
9781452244426,4,$9.45
9781452292755,8,$32.19
9781454817574,14,$41.92
9781454837619,15,$89.37
9781454850403,22,$35.06
9781454851363,45,$16.86
9781454852223,10,$72.8
9781454855552,3,$50.73
9781454856337,5,$52.48
9781454868224,8,$99.97
9781454868347,3,$92.57
9781454870050,17,$67.58
9781454875338,5,$11.75
9781454875628,6,$14.2
9781455706433,4,$35.98
9781455725069,6,$13.25
9781457630767,10,$6.08
9781457633454,7,$24.13
9781457639791,6,$6.99
9781457663536,3,$36.06
9781457664366,3,$41.13
9781457667039,8,$11.11
9781457668388,187,$3.75
9781457669859,4,$33.65
9781457681523,4,$28.7
9781457681530,9,$28.5
9781457686498,8,$25.4
9781457686757,12,$24.6
9781457693762,5,$35.5
9781457696244,6,$32.09
9781457698170,4,$11.5
9781457698187,4,$18.4
9781457699665,6,$15.2
9781457699917,7,$32.61
9781457699931,17,$13.32
9781462521043,4,$11.24
9781464114885,22,$50.21
9781464125263,4,$46.13
9781464125645,3,$39.3
9781465223050,3,$18.94
9781465249159,11,$21.11
9781478602590,4,$25.38
9781478628750,3,$13.04
9781478629184,4,$11.76
9781483319841,42,$39.47
9781483347608,30,$42.35
9781483359465,4,$16.59
9781483359588,7,$27.23
9781483365053,7,$30.1
9781483365305,3,$24.1
9781483366753,5,$40.1
9781483374086,20,$37.67
9781483375595,25,$11.4
9781483375632,3,$21.5
9781483375991,6,$47.07
9781483376073,5,$20.25
9781483379326,3,$29.9
9781483379364,16,$64.81
9781483379487,4,$35.85
9781483380896,7,$30.9
9781483381060,14,$14.47
9781483383231,10,$15.74
9781483384016,15,$50.04
9781483384054,12,$43.9
9781483389059,6,$30.9
9781483389172,3,$53.75
9781492501626,17,$43.65
9781496300232,30,$39.26
9781496306906,6,$9.21
9781496306937,3,$11.68
9781496311269,4,$90.4
9781496317117,3,$23.36
9781496319968,3,$42.92
9781496332080,3,$28.43
9781501307300,3,$39.9
9781506303277,55,$41.9
9781506303413,37,$47.94
9781506304267,18,$54.2
9781506305448,18,$46.64
9781506305837,26,$29.4
9781506305929,14,$41.5
9781506306490,20,$58.24
9781506306575,7,$47.93
9781506306810,16,$55.8
9781506307824,5,$58.02
9781506315386,9,$44.6
9781506315522,8,$35.3
9781506326108,4,$42.4
9781506326849,5,$40.45
9781506327914,3,$42.88
9781506330976,11,$32.33
9781506332253,4,$50.04
9781554810482,17,$4.33
9781556202612,3,$2.4
9781556429620,10,$44.29
9781556429712,6,$22.76
9781558105799,15,$18.12
9781558106031,7,$25.33
9781567936735,4,$26.73
9781567936841,3,$36.39
9781567936902,10,$47.05
9781567937060,5,$70.54
9781567937190,36,$59.1
9781567937213,4,$63.76
9781567937411,10,$34.47
9781569002735,5,$34.78
9781569003619,4,$25.14
9781577665182,3,$7.04
9781577667032,3,$18.22
9781584265252,4,$32.0
9781585103904,6,$9.9
9781587133534,3,$15.51
9781589017368,24,$23.53
9781591941941,14,$4.31
9781591944348,24,$7.25
9781591944645,7,$9.42
9781598576566,3,$13.15
9781599821016,4,$4.24
9781603844420,17,$17.8
9781603847438,14,$17.58
9781605257952,4,$42.39
9781605258027,14,$30.77
9781605352763,8,$51.81
9781605354705,19,$52.64
9781605354712,5,$59.3
9781605768816,102,$6.62
9781609012786,9,$21.34
9781609015008,6,$44.62
9781609136055,102,$10.0
9781609301170,8,$75.0
9781609302177,16,$44.41
9781609303495,16,$68.57
9781612057323,3,$19.5
9781616694074,8,$9.38
9781617118845,4,$32.84
9781617119828,6,$27.08
9781618531049,14,$51.67
9781618531612,3,$19.54
9781618531773,9,$11.55
9781618578952,28,$12.54
9781621590118,3,$27.94
9781621590378,32,$34.1
9781626232525,15,$39.17
9781626806375,93,$79.21
9781626806757,8,$98.81
9781627513494,3,$30.53
9781627516242,4,$25.34
9781628102055,19,$123.75
9781628926583,8,$55.02
9781631264313,4,$46.33
9781632838643,3,$14.22
9781891136344,3,$41.16
9781928896647,56,$19.25
9781934000151,6,$50.48
9781934432044,22,$6.5
9781934891223,3,$30.77
9781935099321,6,$34.82
9781935871682,4,$21.42
9781936221349,15,$46.89
9781936523320,5,$13.57
9781936523443,13,$34.94
9781938113062,7,$17.71
9781941142622,4,$3.9
9788569002734,5,$13.72
9789004236387,6,$18.86
